wav_filename,wav_filesize,transcript
/home/amlee100/tmp/audio/train/LFp2B01V_#18.wav,166520,diciotto questo tormento durerà ancora qualche ora forse un giorno poi tutto finirà e tu potrai tornare a casa nella tua terra
/home/amlee100/tmp/audio/train/LFp2B01V_#19.wav,166520,diciannove lucio era certo che sarebbe diventato una persona importante un uomo politico
/home/amlee100/tmp/audio/train/LFp2B01V_#1.wav,104218,uno un mese di vacanza passa in fretta
/home/amlee100/tmp/audio/train/LFp2B01V_#20.wav,166520,venti stefano era un bel tipo gli piaceva farsi servire per primo e mangiava per due ma quando si trattava di pagare sembrava
/home/amlee100/tmp/audio/train/LFp2B01V_#2.wav,116400,due maria dovrebbe stare più attenta a scuola
/home/amlee100/tmp/audio/train/LFp2B01V_#3.wav,101532,tre luigi fa tutto quello che gli si chiede
/home/amlee100/tmp/audio/train/LFp2B01V_#4.wav,141826,quattro quei signori non sanno mai cosa fare né dove andare
/home/amlee100/tmp/audio/train/LFp2B01V_#5.wav,109182,cinque ora basta non ti darò più un soldo
/home/amlee100/tmp/audio/train/LFp2B01V_#6.wav,126208,sei nel grande parco un bambino giocava con suo padre
/home/amlee100/tmp/audio/train/LFp2B01V_#7.wav,117998,sette la ragazza che è appena entrata non la conosco
/home/amlee100/tmp/audio/train/LFp2B01V_#8.wav,147878,otto se mi lasci un'altra volta solo non ti parlerò per tutta la vita
/home/amlee100/tmp/audio/train/LFp2B01V_#9.wav,166520,nove quest'anno ho fatto un lavoro nuovo però ho deciso di non cambiare più attività
/home/amlee100/tmp/audio/train/LMp2A01T_automobile_blu.wav,43986,automobile blu
/home/amlee100/tmp/audio/train/LMp2A01T_automobile_rossa.wav,49576,automobile rossa
/home/amlee100/tmp/audio/train/LMp2A01T_automobile.wav,25558,automobile
/home/amlee100/tmp/audio/train/LMp2A01T_bicicletta.wav,24164,bicicletta
/home/amlee100/tmp/audio/train/LMp2A01T_blu.wav,10376,blu
/home/amlee100/tmp/audio/train/LMp2A01T_camion_rosso.wav,44002,camion rosso
/home/amlee100/tmp/audio/train/LMp2A01T_camion.wav,19552,camion
/home/amlee100/tmp/audio/train/LMp2A01T_dado.wav,17004,dado
/home/amlee100/tmp/audio/train/LMp2A01T_dolce.wav,20372,dolce
/home/amlee100/tmp/audio/train/LMp2A01T_farfalla.wav,26384,farfalla
/home/amlee100/tmp/audio/train/LMp2A01T_lupo.wav,16394,lupo
/home/amlee100/tmp/audio/train/LMp2A01T_macchina_blu.wav,34092,macchina blu
/home/amlee100/tmp/audio/train/LMp2A01T_macchina_rossa.wav,42742,macchina rossa
/home/amlee100/tmp/audio/train/LMp2A01T_macchina.wav,18532,macchina
/home/amlee100/tmp/audio/train/LMp2A01T_maggiolino.wav,23660,maggiolino
/home/amlee100/tmp/audio/train/LMp2A01T_occhiali.wav,20002,occhiali
/home/amlee100/tmp/audio/train/LMp2A01T_pettine.wav,19442,pettine
/home/amlee100/tmp/audio/train/LMp2A01T_rossa.wav,15900,rossa
/home/amlee100/tmp/audio/train/LMp2A01T_sci.wav,14548,sci
/home/amlee100/tmp/audio/train/LMp2A01T_stelle.wav,21332,stelle
/home/amlee100/tmp/audio/train/LMp2A01T_televisione.wav,27828,televisione
/home/amlee100/tmp/audio/train/LMp2A01T_televisore.wav,26874,televisore
/home/amlee100/tmp/audio/train/LMp2A01T_torta.wav,19894,torta
/home/amlee100/tmp/audio/train/LP1f01bZ.wav,133696,un mese di vacanza passa in fretta
/home/amlee100/tmp/audio/train/LP1f02bZ.wav,135290,maria dovrebbe stare più attenta a scuola
/home/amlee100/tmp/audio/train/LP1f04bZ.wav,166562,quei signori non sanno mai cosa fare né dove andare
/home/amlee100/tmp/audio/train/LP1f05bZ.wav,134266,ora basta non ti darò più un soldo
/home/amlee100/tmp/audio/train/LP1f06bZ.wav,166562,nel grande parco un bambino giocava con suo padre
/home/amlee100/tmp/audio/train/LP1f07bZ.wav,153248,la ragazza che è appena entrata non la conosco
/home/amlee100/tmp/audio/train/LP1f08bZ.wav,166562,se mi lasci un'altra volta solo non ti parlerò per tutta la vita
/home/amlee100/tmp/audio/train/LP1f09bZ.wav,166562,quest'anno ho fatto un lavoro nuovo però ho deciso di non cambiare più attività
/home/amlee100/tmp/audio/train/LP1f10bZ.wav,166562,è possibile che non trovi mai un momento per scrivere a un amico lontano
/home/amlee100/tmp/audio/train/LP1f11bZ.wav,166562,luisa fingeva di guardare da un'altra parte ma cercava il modo per farsi notare
/home/amlee100/tmp/audio/train/LP1f12bZ.wav,166562,ho chiesto a gianna di portare subito dell'acqua in un recipiente piccolo ma non è ancora arrivata
/home/amlee100/tmp/audio/train/LP1f13bZ.wav,166562,non bisogna credere che sia vero tutto quello che dice la gente tu non conosci ancora gli uomini non conosci il mondo
/home/amlee100/tmp/audio/train/LP1f14bZ.wav,166562,chiamai il medico perché avevo male agli occhi ma quando uscì mi accorsi di non sentire neanche i rumori
/home/amlee100/tmp/audio/train/LP1f15bZ.wav,166562,dopo tanto tempo non ricordo più dove ho messo quella bella foto ma se aspetti un po' la cerco e te la prendo
/home/amlee100/tmp/audio/train/LP1f16bZ.wav,166562,alla fine non sono riuscito a capire se marco non voleva o non poteva venire a casa di sandra
/home/amlee100/tmp/audio/train/LP1f17bZ.wav,166562,quel ragazzo non dice mai la verità ma tu non fargli vedere che pensi che sia un bugiardo
/home/amlee100/tmp/audio/train/LP1f18bZ.wav,166562,questo tormento durerà ancora qualche ora forse un giorno poi tutto finirà e tu potrai tornare a casa nella tua terra
/home/amlee100/tmp/audio/train/LP1f19bZ.wav,166562,lucio era certo che sarebbe diventato una persona importante un uomo politico o magari un ministro aveva a cuore il bene della società rispettava la legge se teneva un discorso trovava le parole adatte ad ogni situazione si sentiva proprio un buon italiano
/home/amlee100/tmp/audio/train/LP1f20bZ.wav,166562,stefano era proprio un bel tipo gli piaceva farsi servire per primo e mangiava per due ma quando si trattava di pagare sembrava non vedere la mano che gli porgeva il conto il prezzo gli pareva sempre troppo alto eppure lavorava in un'azienda che dal punto di vista economico era la numero uno su scala nazionale
/home/amlee100/tmp/audio/train/LP4m01bZ.wav,161938,un mese di vacanza passa in fretta
/home/amlee100/tmp/audio/train/LP4m02bZ.wav,166554,maria dovrebbe stare più attenta a scuola
/home/amlee100/tmp/audio/train/LP4m03bZ.wav,164102,luigi fa tutto quello che gli si chiede
/home/amlee100/tmp/audio/train/LP4m04bZ.wav,166554,quei signori non sanno mai cosa fare né dove andare
/home/amlee100/tmp/audio/train/LP4m05bZ.wav,166172,ora basta non ti darò più un soldo
/home/amlee100/tmp/audio/train/LP4m06bZ.wav,166554,nel grande parco un bambino giocava con suo padre
/home/amlee100/tmp/audio/train/LP4m07bZ.wav,166554,la ragazza che è appena entrata non la conosco
/home/amlee100/tmp/audio/train/LP4m08bZ.wav,166554,se mi lasci un'altra volta solo non ti parlerò per tutta la vita
/home/amlee100/tmp/audio/train/LP4m09bZ.wav,166554,quest'anno ho fatto un lavoro nuovo però ho deciso di non cambiare più attività
/home/amlee100/tmp/audio/train/LP4m10bZ.wav,166554,è possibile che non trovi mai un momento per scrivere a un amico lontano
/home/amlee100/tmp/audio/train/LP4m11bZ.wav,166554,luisa fingeva di guardare da un'altra parte ma cercava il modo per farsi notare
/home/amlee100/tmp/audio/train/LP4m12bZ.wav,166554,ho chiesto a gianna di portare subito dell'acqua in un recipiente piccolo ma non è ancora arrivata
/home/amlee100/tmp/audio/train/LP4m13bZ.wav,166554,non bisogna credere che sia vero tutto quello che dice la gente tu non conosci ancora gli uomini non conosci il mondo
/home/amlee100/tmp/audio/train/LP4m14bZ.wav,166554,chiamai il medico perché avevo male agli occhi ma quando uscì mi accorsi di non sentire neanche i rumori
/home/amlee100/tmp/audio/train/LP4m15bZ.wav,166554,dopo tanto tempo non ricordo più dove ho messo quella bella foto ma se aspetti un po' la cerco e te la prendo
/home/amlee100/tmp/audio/train/LP4m16bZ.wav,166488,alla fine non sono riuscito a capire se marco non voleva o non poteva venire a casa di sandra
/home/amlee100/tmp/audio/train/LP4m17bZ.wav,166554,quel ragazzo non dice mai la verità ma tu non fargli vedere che pensi che sia un bugiardo
/home/amlee100/tmp/audio/train/LP4m18bZ.wav,166554,questo tormento durerà ancora qualche ora forse un giorno poi tutto finirà e tu potrai tornare a casa nella tua terra
/home/amlee100/tmp/audio/train/LP4m19bZ.wav,166554,lucio era certo che sarebbe diventato una persona importante un uomo politico o magari un ministro aveva a cuore il bene della società rispettava la legge se teneva un discorso trovava le parole adatte ad ogni situazione si sentiva proprio un buon italiano
/home/amlee100/tmp/audio/train/LP4m20bZ.wav,166554,stefano era proprio un bel tipo gli piaceva farsi servire per primo e mangiava per due ma quando si trattava di pagare sembrava non vedere la mano che gli porgeva il conto il prezzo gli pareva sempre troppo alto eppure lavorava in un'azienda che dal punto di vista economico era la numero uno su scala nazionale
/home/amlee100/tmp/audio/train/LTp1B01V_bambino.wav,24532,bambino
/home/amlee100/tmp/audio/train/LTp1B01V_bandiera.wav,25858,bandiera
/home/amlee100/tmp/audio/train/LTp1B01V_barca.wav,25166,barca
/home/amlee100/tmp/audio/train/LTp1B01V_becco.wav,22404,becco
/home/amlee100/tmp/audio/train/LTp1B01V_bocca.wav,21628,bocca
/home/amlee100/tmp/audio/train/LTp1B01V_ciambella.wav,26472,ciambella
/home/amlee100/tmp/audio/train/LTp1B01V_costume.wav,29990,costume
/home/amlee100/tmp/audio/train/LTp1B01V_dita.wav,17872,dita
/home/amlee100/tmp/audio/train/LTp1B01V_mano.wav,17592,mano
/home/amlee100/tmp/audio/train/LTp1B01V_mare.wav,18510,mare
/home/amlee100/tmp/audio/train/LTp1B01V_masso.wav,21088,masso
/home/amlee100/tmp/audio/train/LTp1B01V_naso.wav,20200,naso
/home/amlee100/tmp/audio/train/LTp1B01V_nuvola.wav,22556,nuvola
/home/amlee100/tmp/audio/train/LTp1B01V_occhi.wav,19640,occhi
/home/amlee100/tmp/audio/train/LTp1B01V_onda.wav,19560,onda
/home/amlee100/tmp/audio/train/LTp1B01V_pallini.wav,24610,pallini
/home/amlee100/tmp/audio/train/LTp1B01V_pietra.wav,22112,pietra
/home/amlee100/tmp/audio/train/LTp1B01V_ragazzo.wav,28686,ragazzo
/home/amlee100/tmp/audio/train/LTp1B01V_salvagente.wav,31682,salvagente
/home/amlee100/tmp/audio/train/LTp1B01V_sasso.wav,23366,sasso
/home/amlee100/tmp/audio/train/LTp1B01V_spiaggia.wav,24270,spiaggia
/home/amlee100/tmp/audio/train/LTp1B01V_tappo.wav,23372,tappo
/home/amlee100/tmp/audio/train/LTp1B01V_tondi.wav,24626,tondi
/home/amlee100/tmp/audio/train/LTp1B01V_uovo.wav,20712,uovo
/home/amlee100/tmp/audio/train/LTp1B01V_vela.wav,19790,velo
/home/amlee100/tmp/audio/train/LTp2B01V_bambino.wav,25052,bambino
/home/amlee100/tmp/audio/train/LTp2B01V_bandiera.wav,26022,bandiera
/home/amlee100/tmp/audio/train/LTp2B01V_barca.wav,23920,barca
/home/amlee100/tmp/audio/train/LTp2B01V_becco.wav,22628,becco
/home/amlee100/tmp/audio/train/LTp2B01V_bocca.wav,24514,bocca
/home/amlee100/tmp/audio/train/LTp2B01V_ciambella.wav,25802,ciambella
/home/amlee100/tmp/audio/train/LTp2B01V_costume.wav,27430,costume
/home/amlee100/tmp/audio/train/LTp2B01V_dita.wav,20202,dita
/home/amlee100/tmp/audio/train/LTp2B01V_mano.wav,20226,mano
/home/amlee100/tmp/audio/train/LTp2B01V_mare.wav,18004,mare
/home/amlee100/tmp/audio/train/LTp2B01V_masso.wav,21802,masso
/home/amlee100/tmp/audio/train/LTp2B01V_naso.wav,20564,naso
/home/amlee100/tmp/audio/train/LTp2B01V_nuvola.wav,22518,nuvola
/home/amlee100/tmp/audio/train/LTp2B01V_occhi.wav,18846,occhi
/home/amlee100/tmp/audio/train/LTp2B01V_onda.wav,19486,onda
/home/amlee100/tmp/audio/train/LTp2B01V_pallini.wav,22990,pallini
/home/amlee100/tmp/audio/train/LTp2B01V_pietra.wav,20558,pietra
/home/amlee100/tmp/audio/train/LTp2B01V_ragazzo.wav,28466,ragazzo
/home/amlee100/tmp/audio/train/LTp2B01V_salvagente.wav,30904,salvagente
/home/amlee100/tmp/audio/train/LTp2B01V_sasso.wav,25608,saso
/home/amlee100/tmp/audio/train/LTp2B01V_spiaggia.wav,33046,spiaggia
/home/amlee100/tmp/audio/train/LTp2B01V_tappo.wav,19724,tappo
/home/amlee100/tmp/audio/train/LTp2B01V_tondi.wav,19882,tondi
/home/amlee100/tmp/audio/train/LTp2B01V_uovo.wav,21506,uovo
/home/amlee100/tmp/audio/train/LTp2B01V_vela.wav,20776,vela
